name,price,speed,modules,color,first_word_latency,cas_latency
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"31,600","4,4",Black / Blue,11.25,9
G.Skill Trident X 32 GB,,"32,133","4,8",Black / Red,8.439,9
"Patriot Intel Extreme Master, Limited Ed 16 GB",,"32,133","4,4",Black / Blue,10.314,11
Corsair XMS3 8 GB,,"31,600","2,4",Black / White,11.25,9
GeIL EVO VELOCE 32 GB,,"31,600","4,8",Red / Silver,12.5,10
Kingston XMP Blu Red 8 GB,74.98,"31,600","2,4",Red / Silver,11.25,9
Corsair Dominator Platinum 32 GB,,"31,866","4,8",Black / Silver,9.646,9
Corsair Vengeance 16 GB,,"32,400","4,4",Black / Red,7.5,9
Corsair Dominator Platinum 32 GB,,"31,600","4,8",Black / Silver,11.25,9
Mushkin Essentials 16 GB,,"31,333","2,8",Green,13.503,9
Mushkin Silverline 8 GB,29.88,"31,600","1,8",Gray / Silver,13.75,11
Mushkin Silverline 32 GB,,"31,600","4,8",Gray / Silver,13.75,11
AMD Entertainment Edition 16 GB,,"31,600","2,8",Black / Red,13.75,11
Patriot Viper 3 8 GB,85,"31,866","2,4",,9.646,9
Kingston KVR16N11H/2 2 GB,,"31,600","1,2",Green,13.75,11
Corsair Vengeance LP 32 GB,,"31,600","4,8",Black / Blue,11.25,9
Corsair Dominator 16 GB,,"31,866","2,8",Black / Blue,9.646,9
Corsair Vengeance 16 GB,,"31,600","2,8",,11.25,9
Kingston Predator 32 GB,,"31,600","4,8",Black / Blue,11.25,9
G.Skill Ripjaws Z 16 GB,,"31,866","2,8",Black / Blue,9.646,9
G.Skill Trident X 32 GB,,"31,600","4,8",Black / Red,8.75,7
Kingston Predator 8 GB,,"31,600","2,4",Black / Blue,11.25,9
G.Skill Trident X 8 GB,,"32,666","2,4",,7.502,10
Mushkin Blackline 16 GB,,"32,400","4,4",Black,9.167,11
Kingston KVR16N11H/4 4 GB,21.99,"31,600","1,4",Green,13.75,11
Corsair Dominator Platinum 16 GB,,"32,800","4,4",,7.857,11
Kingston Black 16 GB,,"31,600","2,8",Black / Silver,12.5,10
Kingston HyperX Beast 16 GB,,"31,600","2,8",Black,11.25,9
Kingston HyperX Beast 32 GB,,"32,400","4,8",Black,9.167,11
Kingston HyperX Beast 16 GB,,"32,400","4,4",Black,9.167,11
Crucial Ballistix Sport 32 GB,,"31,600","4,8",Black / Silver,11.25,9
Kingston HyperX Beast 8 GB,,"31,600","2,4",Black,11.25,9
Kingston HyperX Beast 16 GB,,"31,600","4,4",Black,11.25,9
Kingston XMP 10th Anniversary 16 GB,,"31,600","2,8",Gray / Silver,11.25,9
GeIL EVO VELOCE 16 GB,,"31,866","2,8",Red / Silver,10.718,10
G.Skill Trident X 16 GB,,"31,866","2,8",Black / Red,8.574,8
G.Skill Ares 8 GB,,"32,133","2,4",,9.376,10
G.Skill Ares 16 GB,,"32,400","4,4",Black / Blue,9.167,11
Kingston HyperX Predator 16 GB,,"31,866","2,8",Black,10.718,10
Mushkin Stealth 16 GB,,"31,600","4,4",Black / Gold,10,8
Mushkin Stealth 16 GB,,"31,600","2,8",Black / Gold,11.25,9
Avexir Core 8 GB,,"31,600","2,4",Black / Blue,11.25,9
Corsair Vengeance Pro 16 GB,,"32,133","2,8",Black / Red,10.314,11
Corsair Vengeance Pro 16 GB,,"32,400","2,8",Black / Red,8.333,10
Corsair Vengeance Pro 32 GB,,"31,866","4,8",Black / Silver,9.646,9
Corsair Vengeance Pro 8 GB,,"31,600","2,4",Black / Red,11.25,9
Corsair Vengeance Pro 8 GB,,"31,866","2,4",Black / Silver,9.646,9
Corsair Vengeance Pro 8 GB,,"31,866","2,4",Black / Blue,9.646,9
Mushkin Redline 32 GB,,"32,133","4,8",,8.439,9
G.Skill Trident X 8 GB,,"32,800","2,4",,8.571,12
Crucial Ballistix Sport XT 8 GB,,"31,600","2,4",,11.25,9
Crucial Ballistix Sport XT 16 GB,,"31,866","2,8",,10.718,10
Crucial Ballistix Sport XT 4 GB,,"31,600","1,4",Black / Silver,11.25,9
Mushkin Blackline 16 GB,,"32,133","2,8",Black,9.376,10
ADATA XPG V2 16 GB,,"32,800","2,8",Black / Yellow,7.857,11
G.Skill Trident X 8 GB,,"32,800","2,4",,8.571,12
G.Skill Trident X 8 GB,,"33,000","2,4",,8,12
Mushkin Stealth 16 GB,,"32,800","4,4",,8.571,12
Mushkin Stealth 8 GB,,"32,800","2,4",,8.571,12
TEAMGROUP Vulcan 8 GB,,"31,600","2,4",Red / Amber,11.25,9
TEAMGROUP Xtreem 16 GB,,"32,666","2,8",,8.252,11
Wintec AMPX 8 GB,,"31,600","2,4",Black / Silver,11.25,9
Patriot Viper 3 16 GB,,"31,866","2,8",Black / Blue,10.718,10
Patriot Viper 3 8 GB,,"31,600","2,4",Black / Blue,11.25,9
VisionTek Black Label 4 GB,,"31,600","1,4",Black,11.25,9
VisionTek 900408 8 GB,,"31,600","2,4",Black,11.25,9
G.Skill Ripjaws 4 GB,,"31,600","1,4",Black / Red,11.25,9
Corsair CMSO8GX3M1C1600C11 8 GB,39.99,"31,600","1,8",Green,11.25,9
Corsair Vengeance 8 GB,,"31,600","2,4",Black / Gold,11.25,9
Patriot Patriot Viper 3 8GB 8 GB,,"31,600","1,8",,12.5,10
Avexir Core Series 8 GB,,"33,000","2,4",Black / Blue,8,12
ADATA XPG V2 8 GB,,"33,100","2,4",,7.742,12
Patriot Viper Xtreme 8 GB,,"31,600","1,8",Black / Silver,13.75,11
ADATA XPG V1.0 8 GB,,"31,866","2,4",Red / Silver,10.718,10
Avexir Core 8 GB,,"32,400","2,4",,8.333,10
G.Skill Ripjaws X 4 GB,,"31,866","1,4",,9.646,9
G.Skill Sniper 8 GB,,"31,600","1,8",Black / Red,11.25,9
G.Skill Ripjaws Z 64 GB,,"32,400","8,8",,9.167,11
G.Skill Ripjaws 8 GB,20.26,"31,866","1,8",,11.79,11
G.Skill Aegis 4 GB,12.99,"31,333","1,4",,13.503,9
Wintec Value 8 GB,,"31,333","2,4",,16.504,11
GeIL EVO POTENZA 8 GB,,"32,133","2,4",Black / Red,9.376,10
Corsair Dominator Platinum 16 GB,,"32,666","2,8",Black / Silver,9.002,12
Corsair Vengeance Pro 32 GB,,"32,666","4,8",Black / Red,9.002,12
Corsair Mac Memory 16 GB,79.99,"31,333","2,8",Black / Green,13.503,9
Crucial CT2G3S1067M 2 GB,19.98,"31,066","1,2",Black / Green,13.133,7
Crucial CT2K2G3S1067M 4 GB,35.99,"31,066","2,2",Black / Green,13.133,7
Crucial CT2KIT25664BA1339A 4 GB,,"31,333","2,2",Black / Green,13.503,9
Crucial CT8G3S1339M 8 GB,21,"31,333","1,8",Black / Green,13.503,9
G.Skill FA-1600C11D-8GSQ 8 GB,,"31,600","2,4",Black / Green,13.75,11
G.Skill FA-1600C11S-8GSQ 8 GB,63.68,"31,600","1,8",Black / Green,13.75,11
G.Skill FA-8500CL7S-4GBSQ 4 GB,39.99,"31,066","1,4",Black / Green,13.133,7
IBM 00D4955 4 GB,132.99,"31,600","1,4",Black / Green,13.75,11
IBM 00D4959 8 GB,,"31,600","1,8",Black / Green,13.75,11
IBM 00D4968 16 GB,31.43,"31,600","1,16",Black / Green,13.75,11
Mushkin 977020A 16 GB,,"31,333","2,8",Black / Green,13.503,9
Corsair Vengeance Pro 16 GB,,"32,800","4,4",Black / Red,8.571,12
GeIL Green 8 GB,77.14,"31,333","2,4",Black / Green,13.503,9
Corsair Dominator Platinum 64 GB,,"32,400","8,8",Black / Silver,8.333,10
Kingston Predator 8 GB,,"32,800","2,4",Black / Blue,8.571,12
Patriot Viper 3 Black 16 GB,,"31,600","2,8",Black / Silver,12.5,10
Patriot Viper 3 Low Profile Red 16 GB,,"31,600","2,8",Black / Red,11.25,9
Patriot Viper 3 Low Profile Black 16 GB,,"32,133","2,8",Black / Silver,10.314,11
Patriot Viper 3 Low Profile Red 32 GB,,"31,600","4,8",Black / Red,12.5,10
Patriot Viper 3 Red 8 GB,,"31,600","2,4",Black / Red,12.5,10
Patriot Viper 3 Low Profile Black 8 GB,29.41,"31,600","2,4",Black / Silver,11.25,9
Patriot Viper 3 Low Profile Blue 8 GB,,"31,866","2,4",Black / Blue,10.718,10
Patriot Viper 3 Low Profile Blue 8 GB,,"31,866","2,4",Black / Blue,9.646,9
ADATA XPG V1.0 8 GB,,"31,600","2,4",Red / Silver,11.25,9
Corsair Dominator Platinum 16 GB,,"31,600","4,4",Black / Silver,11.25,9
Patriot Signature 2 GB,,"2,800","1,2",Blue / Silver,15,6
VisionTek 900471 4 GB,,"2,800","2,2",Black / Green,12.5,5
Corsair Vengeance Pro 8 GB,,"32,133","2,4",Black / Red,7.501,8
Kingston HyperX Fury 8 GB,,"31,333","1,8",Blue / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"31,333","1,8",White / Silver,13.503,9
Kingston HyperX Fury 8 GB,,"31,333","2,4",White / Silver,13.503,9
Kingston HyperX Fury 4 GB,,"31,600","1,4",Black / Silver,12.5,10
Kingston HyperX Fury 8 GB,,"31,866","2,4",White / Silver,10.718,10
G.Skill Ripjaws 16 GB,,"32,133","2,8",Black / Red,10.314,11
G.Skill Ripjaws 8 GB,,"32,133","1,8",Black / Red,10.314,11
Crucial Ballistix Tactical 32 GB,,"31,600","4,8",Black / Yellow,10,8
AMD Radeon R5 Entertainment 16 GB,,"31,600","2,8",Black / Red,13.75,11
AMD Radeon R5 Entertainment 8 GB,,"31,600","2,4",Black / Red,13.75,11
Corsair Dominator Platinum 32 GB,,"32,400","4,8",Black / Silver,9.167,11
Crucial CT25664BA1339A 2 GB,,"31,333","1,2",Black / Green,13.503,9
AMD R5 Entertainment 8 GB,,"31,600","2,4",Black / Red,13.75,11
G.Skill Ripjaws 32 GB,,"32,133","4,8",Black / Red,10.314,11
Kingston KHX18C10K4/16 16 GB,,"31,866","4,4",Blue / Silver,10.718,10
G.Skill Ripjaws 16 GB,,"42,133","4,4",Black / Red,14.065,15
G.Skill Ripjaws 32 GB,,"42,400","4,8",Black / Red,12.5,15
ADATA XPG Z1 32 GB,,"42,133","4,8",Red / Black,12.189,13
Crucial Ballistix Sport 4 GB,,"42,400","1,4",Gray / Silver,13.333,16
Kingston HyperX Savage 16 GB,,"31,600","2,8",Black / Red,11.25,9
Kingston HyperX Savage 4 GB,,"31,866","1,4",Black / Red,9.646,9
Kingston HyperX Savage 32 GB,,"32,400","4,8",Black / Red,9.167,11
Kingston HyperX Savage 8 GB,,"32,133","1,8",Red / Black,10.314,11
Corsair Dominator Platinum 16 GB,,"33,000","4,4",Black / Silver,8,12
Corsair Dominator Platinum 32 GB,,"42,666","4,8",Black / Silver,11.253,15
Crucial CT3K32G3ELSDQ4186D 96 GB,,"31,866","3,32",Blue / Silver,13.934,13
Kingston HyperX Beast 8 GB,,"31,866","2,4",Black / Blue,9.646,9
TEAMGROUP TSD316G1600C11DC-E 16 GB,,"31,600","2,8",Black / Green,13.75,11
TEAMGROUP TSD38192M1333C9-E 8 GB,,"31,333","1,8",Black / Green,13.503,9
Crucial CT4K8G4VFS4213 32 GB,,"42,133","4,8",Black / Green,14.065,15
G.Skill Ripjaws 32 GB,,"31,600","4,8",Black / Red,13.75,11
Mushkin Blackline 16 GB,,"31,600","4,4",Black / White,11.25,9
Mushkin Redline 32 GB,,"31,866","4,8",Red,9.646,9
Mushkin Blackline 8 GB,,"32,133","2,4",Black / White,10.314,11
TEAMGROUP Dark 8 GB,,"31,600","1,8",Black / Blue,11.25,9
ADATA XPG V1.0 16 GB,,"32,133","2,8",Red / White,9.376,10
Kingston HX421C13PBK4/16 16 GB,,"42,133","4,4",Black,12.189,13
Wintec HMT325U7EFR8A-PB 2 GB,,"31,600","1,2",Black / Blue,13.75,11
Wintec HMT42GR7MFR4C-PB 16 GB,,"31,600","1,16",Black / Blue,13.75,11
TEAMGROUP Vulcan Gold 16 GB,,"32,133","2,8",Gold,10.314,11
Apotop U3A8Gx4-16C9AB 32 GB,,"31,600","4,8",Black / Purple,11.25,9
G.Skill Ripjaws 4 16 GB,,"42,133","4,4",Black / Red,14.065,15
G.Skill Ripjaws 4 32 GB,,"42,133","4,8",Black / Red,14.065,15
G.Skill Ripjaws 4 16 GB,,"42,400","4,4",Black / Red,12.5,15
Crucial Ballistix 16 GB,,"31,600","2,8",Black / Yellow,10,8
Crucial Ballistix Tactical 32 GB,,"31,600","4,8",Black / Yellow,10,8
Patriot Extreme Performance 16 GB,,"42,400","2,8",Black / Gold,12.5,15
Wintec 3RSH186613R5H-64GQ 64 GB,,"31,866","4,16",Black / Silver,13.934,13
Crucial Ballistix Sport 4 GB,,"31,333","2,2",Black / Silver,13.503,9
G.Skill Ripjaws 4 16 GB,,"42,666","4,4",Black / Blue,12.003,16
TEAMGROUP Elite 32 GB,,"42,400","4,8",Black / Green,12.5,15
TEAMGROUP Elite Plus 4 GB,,"42,400","1,4",Black / Gold,13.333,16
Corsair Vengeance LPX 16 GB,,"42,666","4,4",Blue,11.253,15
Corsair Vengeance LPX 32 GB,,"42,400","4,8",Red,12.5,15
Corsair Vengeance LPX 64 GB,,"42,133","8,8",Black,14.065,15
TEAMGROUP Elite 16 GB,,"42,133","4,4",Black,14.065,15
G.Skill Ripjaws 4 32 GB,,"42,800","4,8",Black,11.429,16
G.Skill Ripjaws 4 32 GB,,"42,400","8,4",Black / Red,12.5,15
Patriot PX416G266C5QK 16 GB,,"42,666","4,4",Black / Silver,11.253,15
G.Skill Ripjaws 4 32 GB,,"42,666","4,8",Black,11.253,15
G.Skill Ripjaws 4 32 GB,,"42,800","4,8",Blue,10.714,15
Crucial CT4K16G4RFD4213 64 GB,,"42,133","4,16",,14.065,15
Crucial Ballistix Elite 8 GB,,"42,666","2,4",Black,12.003,16
Crucial Ballistix Elite 16 GB,,"42,666","4,4",Black,12.003,16
Mushkin Redline 32 GB,,"42,666","4,8",Red / White,11.253,15
Patriot Viper 4 16 GB,,"42,666","4,4",Black / Red,11.253,15
Patriot Viper 4 32 GB,,"42,400","4,8",Black / Red,12.5,15
Mushkin Blackline 32 GB,,"42,800","4,8",Black / White,11.429,16
Kingston HX321LS11IB2K2/8 8 GB,,"32,133","1,8",Black / Silver,10.314,11
Silicon Power SP016GXLYU24ANDA 16 GB,,"32,400","2,8",Red,9.167,11
ADATA AX4U3300W4G16-QGZ 16 GB,,"43,300","4,4",Gold,9.697,16
Corsair Vengeance Pro 16 GB,,"32,400","2,8",Black / Red,9.167,11
Corsair Vengeance 8 GB,,"31,866","2,4",Black,9.646,9
Kingston KVR21N15/8 8 GB,,"42,133","1,8",Black / Green,14.065,15
Klevv Genuine 8 GB,,"32,800","2,4",Black / Silver,8.571,12
Klevv Urbane 8 GB,,"32,400","2,4",Silver,9.167,11
Klevv Urbane 8 GB,,"32,800","2,4",Silver,8.571,12
Klevv CRAS 16 GB,,"42,133","4,4",Black / Silver,14.065,15
Crucial Ballistix Sport LT 32 GB,,"42,400","4,8",Silver,13.333,16
Corsair Vengeance LPX 16 GB,,"43,200","4,4",Red,9.375,15
Crucial CT25672BD160B 2 GB,,"31,600","1,2",Green,13.75,11
Crucial CT2KIT102472BA160B 16 GB,,"31,600","2,8",Green,13.75,11
Kingston KVR667D2D4F5/8GI 8 GB,,"2,667","1,8",Black / Silver,14.993,5
Kingston KVR16R11D4/8 8 GB,18.97,"31,600","1,8",Green,13.75,11
Kingston KVR16LE11S8/4 4 GB,45.87,"31,600","1,4",Green,13.75,11
Kingston ValueRAM 4 GB,,"31,066","1,4",Green,13.133,7
Kingston KVR1333D3D4R9SK3/24G 24 GB,124.99,"31,333","3,8",Green,13.503,9
Kingston KVR1333D3N9K4/32G 32 GB,,"31,333","4,8",Green,13.503,9
Kingston KVR13R9D4K3/48I 48 GB,98.99,"31,333","3,16",Green,13.503,9
Kingston KVR13R9D8/8 8 GB,59.81,"31,333","1,8",Green,13.503,9
Kingston KVR16E11K4/32I 32 GB,,"31,600","4,8",Green,13.75,11
Mushkin Proline 8 GB,,"31,866","1,8",Green,13.934,13
Avexir Core 16 GB,,"42,666","4,4",Black / Red,11.253,15
Avexir Core 8 GB,,"31,600","1,8",Black / Blue,13.75,11
ADATA Premier 16 GB,,"31,600","2,8",Black / Green,13.75,11
Kingston HX430C15PBK4/32 32 GB,,"43,000","4,8",Black,10,15
TEAMGROUP Dark 8 GB,,"31,600","1,8",Blue,11.25,9
TEAMGROUP Dark 8 GB,,"31,600","1,8",Red,11.25,9
Avexir Blitz1.1 8 GB,,"32,133","2,4",Black / Yellow,8.439,9
Wintec Server 16 GB,,"31,600","2,8",Black / Green,13.75,11
EVGA Superclocked 8 GB,,"31,600","2,4",Black,11.25,9
EVGA SSC 8 GB,,"32,400","2,4",Black,9.167,11
GeIL Super Luce 16 GB,,"43,000","4,4",White / Blue,10.667,16
GeIL Super Luce 16 GB,,"43,000","4,4",White,10.667,16
GeIL Super Luce 16 GB,,"43,400","4,4",White,9.412,16
Corsair Vengeance LPX 128 GB,,"42,400","8,16",Black / Yellow,12.5,15
Patriot Viper 8 GB,,"32,400","2,4",Black,8.333,10
Crucial CT25664BA160BA 2 GB,,"31,600","1,2",Black / Green,13.75,11
G.Skill Ripjaws 4 32 GB,,"43,000","4,8",Blue,10,15
Mushkin ECO2 8 GB,,"31,600","2,4",Black / Silver,11.25,9
G.Skill Ripjaws 4 16 GB,,"42,800","2,8",Red,11.429,16
G.Skill Ripjaws 4 8 GB,,"42,800","2,4",Red,11.429,16
PNY Anarchy 8 GB,,"32,400","2,4",Black / Red,9.167,11
Mushkin Essentials 32 GB,,"42,133","4,8",Black / Green,14.065,15
PNY Anarchy 16 GB,,"31,866","2,8",Black / Blue,10.718,10
PNY Anarchy X 16 GB,,"32,666","2,8",Black / Red,9.002,12
PNY Anarchy 16 GB,,"42,400","2,8",Black / Red,12.5,15
PNY Anarchy 8 GB,,"31,866","2,4",Black / Blue,10.718,10
Corsair Vengeance LPX 8 GB,,"43,200","2,4",Red,10,16
Corsair Vengeance Pro 16 GB,,"31,600","2,8",Black / Silver,13.75,11
Corsair Vengeance Pro 8 GB,,"31,600","2,4",Black / Red,13.75,11
Avexir Blitz1.1 8 GB,,"31,600","2,4",Green / Silver,11.25,9
Avexir Blitz1.1 8 GB,,"32,133","2,4",Green / Silver,8.439,9
Corsair Dominator Platinum 16 GB,,"42,666","2,8",Black / Silver,11.253,15
G.Skill Ripjaws V 32 GB,,"42,666","4,8",Black / Red,11.253,15
G.Skill Ripjaws V 32 GB,,"42,800","4,8",Black / Red,10.714,15
G.Skill Ripjaws V 8 GB,,"43,000","2,4",Black / Red,10,15
Kingston HyperX Fury 4 GB,,"42,666","1,4",Black / White,11.253,15
Corsair Vengeance LP 16 GB,,"31,600","2,8",Black / Red,13.75,11
Patriot PSD416G2133K 16 GB,,"42,133","2,8",Green,14.065,15
Patriot PSD48G2133K 8 GB,,"42,133","2,4",Black / Green,14.065,15
ADATA AX4U3300W4G16-DGZ 8 GB,,"43,300","2,4",Black / Gold,9.697,16
Patriot Signature Line 8 GB,,"42,400","1,8",Black / Green,14.167,17
Corsair Dominator Platinum 8 GB,,"42,666","2,4",Black / Silver,11.253,15
Kingston HyperX Fury 4 GB,,"31,866","1,4",Black,11.79,11
Kingston HyperX Fury 8 GB,,"31,866","1,8",Black,11.79,11
Corsair Vengeance Pro 32 GB,,"31,600","4,8",Black / Silver,13.75,11
Mushkin ECO2 16 GB,,"31,600","4,4",Black / Silver,13.75,11
Mushkin ECO2 32 GB,,"31,600","4,8",Black / Silver,13.75,11
Mushkin ECO2 16 GB,,"31,600","2,8",Black / Silver,13.75,11
G.Skill Trident Z 16 GB,,"42,800","2,8",Red / Silver,10.714,15
G.Skill Ripjaws V 16 GB,,"42,800","4,4",Black / Red,10.714,15
Kingston HyperX Savage 8 GB,,"42,400","1,8",Black / White,10,12
Kingston HyperX Savage 8 GB,,"42,666","2,4",Black / White,9.752,13
Kingston HyperX Savage 16 GB,,"42,666","4,4",Black / White,9.752,13
Kingston HyperX Savage 16 GB,,"42,800","2,8",Black / White,10,14
Kingston HyperX Savage 8 GB,,"43,000","2,4",Black / White,10,15
G.Skill Trident Z 16 GB,,"43,200","4,4",Red / Silver,10,16
Patriot Viper 3 8 GB,,"32,400","2,4",Red / Silver,8.333,10
Patriot Viper 4 16 GB,,"42,800","2,8",Black / Red,11.429,16
TEAMGROUP Vulcan 8 GB,,"31,600","1,8",Black / Red,11.25,9
Corsair Dominator Platinum 8 GB,,"43,000","2,4",Black / Silver,10,15
G.Skill Trident Z 32 GB,,"43,400","4,8",Red / Silver,9.412,16
Kingston Impact 16 GB,163.99,"42,133","2,8",Black / Silver,12.189,13
Kingston KVR21S15S8/4 4 GB,11,"42,133","1,4",Black / Silver,14.065,15
Panram Ninja-V 16 GB,,"42,400","2,8",Black / Silver,12.5,15
Corsair Vengeance LPX 8 GB,,"42,800","2,4",Black / Yellow,11.429,16
Corsair Vengeance Pro 8 GB,,"31,866","2,4",Black / Red,11.79,11
GeIL Super Luce 32 GB,,"42,400","2,16",Black / White,11.667,14
Kingston HyperX Savage 32 GB,,"42,133","4,8",Black / White,12.189,13
Kingston HyperX Savage 32 GB,,"42,666","4,8",Black / White,9.752,13
Crucial Ballistix Tactical 4 GB,,"42,666","1,4",Silver,12.003,16
G.Skill Trident Z 32 GB,,"43,000","2,16",Red / Silver,10,15
G.Skill Trident Z 16 GB,,"43,200","2,8",Red / Silver,10,16
G.Skill Ripjaws V 16 GB,,"43,200","4,4",Red,10,16
Panram Ninja 16 GB,,"31,866","2,8",Black / Silver,10.718,10
Corsair Vengeance Performance 8 GB,,"32,133","2,4",Black / Yellow,10.314,11
Kingston D51264KL110S 4 GB,,"31,600","1,4",Black / Green,13.75,11
G.Skill Trident Z 16 GB,,"43,866","4,4",Red / Silver,9.312,18
G.Skill Trident Z 8 GB,,"44,200","2,4",Red / Silver,9.048,19
AMD R5 Entertainment 8 GB,,"31,600","1,8",Black / Red,13.75,11
Avexir Budget 4 GB,,"42,133","1,4",Black / Green,14.065,15
GeIL Dragon RAM Combo 8 GB,,"43,866","2,4",White / Gold,9.312,18
G.Skill Ripjaws X 8 GB,,"31,600","1,8",Black / Red,11.25,9
Kingston Savage 32 GB,,"42,400","2,16",Black / Silver,11.667,14
Kingston Savage 32 GB,,"42,666","2,16",Black / Silver,11.253,15
AMD R7 Performance 4 GB,,"42,400","1,4",Black / Red,12.5,15
Corsair Dominator Platinum 64 GB,,"42,666","4,16",Black / Silver,11.253,15
G.Skill Ripjaws V 16 GB,,"42,666","2,8",Silver,11.253,15
G.Skill Ripjaws 32 GB,,"42,666","4,8",Black,13.503,18
G.Skill Ripjaws V 16 GB,,"42,800","2,8",Silver,10.714,15
Corsair Dominator Platinum 8 GB,,"43,466","2,4",Black / Silver,10.387,18
Corsair Vengeance LPX 8 GB,,"43,866","2,4",Black / Yellow,9.312,18
Corsair Vengeance LPX 8 GB,,"44,133","2,4",Black / Yellow,9.194,19
Corsair Vengeance Pro 16 GB,,"32,133","2,8",Black / Silver,10.314,11
G.Skill Ripjaws 8 GB,,"42,400","1,8",Black / Blue,13.333,16
G.Skill Trident Z 32 GB,,"43,000","4,8",Red / Silver,9.333,14
G.Skill Ripjaws V 32 GB,,"43,000","4,8",Black,9.333,14
G.Skill Trident Z 64 GB,,"43,200","4,16",Red / Silver,8.75,14
G.Skill Trident Z 64 GB,,"43,200","4,16",Red / Silver,9.375,15
Corsair Vengeance LPX 16 GB,,"42,400","4,4",Red,12.5,15
GeIL Super Luce 16 GB,,"42,400","2,8",White / Blue,12.5,15
GeIL EVO POTENZA 16 GB,,"42,400","2,8",Black / Red,12.5,15
G.Skill Ripjaws 16 GB,,"42,800","2,8",Black / Blue,12.857,18
G.Skill Ripjaws 64 GB,,"42,800","4,16",Black / Blue,12.857,18
GeIL Dragon RAM 16 GB,,"43,466","4,4",White / Gold,9.233,16
Panram Ninja-V 8 GB,,"43,000","2,4",Black / Silver,10.667,16
Crucial Ballistix Sport LT 8 GB,,"42,400","2,4",White,13.333,16
Crucial CT2K16G4SFD8213 32 GB,75,"42,133","2,16",Black / Green,14.065,15
Crucial CT2K4G4SFS8213 8 GB,,"42,133","2,4",Black / Green,14.065,15
Crucial CT2K8G4SFD8213 16 GB,,"42,133","2,8",Black / Green,14.065,15
G.Skill Trident Z 64 GB,,"43,400","4,16",Red / Silver,9.412,16
G.Skill Trident Z 16 GB,,"43,733","2,8",Red / Silver,9.108,17
Crucial Ballistix Elite 16 GB,,"32,133","2,8",Black,10.314,11
G.Skill Aegis 64 GB,616.72,"42,133","4,16",Black / Red,14.065,15
G.Skill Ripjaws V 128 GB,,"43,000","8,16",Red,9.333,14
Kingston Savage 16 GB,,"42,666","2,8",Black,9.752,13
Kingston Savage 8 GB,,"42,666","2,4",Black,9.752,13
Kingston Savage 16 GB,389,"43,000","2,8",Black,10,15
Kingston Savage 8 GB,,"43,000","2,4",Black,10,15
Corsair Dominator Platinum 64 GB,,"43,200","8,8",Black / Silver,9.375,15
Crucial Ballistix Tactical 16 GB,,"32,133","2,8",Yellow,10.314,11
G.Skill Ripjaws V 16 GB,,"43,333","2,8",Red,9.601,16
G.Skill Trident Z 32 GB,,"43,333","4,8",Red / Silver,9.601,16
G.Skill Ripjaws V 64 GB,,"43,333","4,16",Black,9.601,16
G.Skill Ripjaws V 64 GB,,"43,333","4,16",Red,9.601,16
G.Skill Trident Z 32 GB,,"43,466","4,8",Red / Silver,9.233,16
G.Skill Ripjaws V 32 GB,,"43,466","4,8",Red,9.233,16
TEAMGROUP Vulcan 16 GB,,"43,000","2,8",Black / Red,10,15
Avexir ROG Impact 8 GB,,"42,666","2,4",Black / Red,11.253,15
Mushkin Silverline 64 GB,,"42,133","4,16",Silver,14.065,15
TEAMGROUP Delta 16 GB,,"42,400","2,8",Black / Red,12.5,15
Avexir ROG Red Tesla 8 GB,,"42,666","2,4",Black / Red,11.253,15
Avexir ROG Red Tesla 16 GB,,"42,666","2,8",Black / Red,11.253,15
Corsair Dominator Platinum 64 GB,,"43,466","4,16",Black / Silver,9.233,16
Corsair Vengeance LPX 8 GB,,"44,266","2,4",Black / Yellow,8.908,19
Corsair Vengeance LPX 8 GB,,"44,266","2,4",Red,8.908,19
GeIL Super Luce 16 GB,,"43,000","2,8",Black / Blue,10,15
GeIL Super Luce 8 GB,,"42,400","2,4",Black / Blue,12.5,15
Kingston FURY 32 GB,,"42,133","4,8",Black / Silver,13.127,14
Kingston FURY 64 GB,,"42,133","4,16",Black / Silver,13.127,14
Kingston FURY 32 GB,,"42,400","4,8",Black / Silver,12.5,15
Kingston KCP313NS8/4 4 GB,24.8,"31,333","1,4",Black / Green,13.503,9
Avexir Core 16 GB,,"42,666","2,8",Black / Red,12.753,17
Avexir Blitz1.1 16 GB,,"43,000","2,8",Black / Red,10.667,16
Corsair Vengeance LPX 32 GB,,"42,666","4,8",White,12.003,16
Corsair Vengeance LED 32 GB,,"43,000","4,8",Black / Red,10,15
Corsair Vengeance LED 64 GB,,"42,666","4,16",Black / White,12.003,16
Crucial Ballistix Sport LT 64 GB,,"42,400","4,16",Red / Silver,13.333,16
Avexir Green Tesla 16 GB,,"42,666","2,8",Black / Green,11.253,15
Patriot Viper Elite 16 GB,,"42,666","2,8",Black / Red,11.253,15
G.Skill Trident Z 16 GB,,"43,200","2,8",Silver / Black,9.375,15
G.Skill Trident Z 16 GB,,"43,200","2,8",Black / Orange,8.75,14
G.Skill Trident Z 32 GB,,"43,200","2,16",Black / Yellow,8.75,14
Patriot Viper Elite 32 GB,,"42,800","2,16",Red / Silver,11.429,16
Corsair Vengeance LED 32 GB,268.01,"43,000","4,8",Black / Blue,10,15
